university_id,latent_quality,dim_research,dim_teaching,dim_international,dim_reputation,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11
U0539,52.82,43.08,43.36,30.3,38.03,623,468,450,545,514,563,384,446,469,272,514,40.55,43.12,40.98,39.08,40.78,40.57,43.37,43.37,41.55,49.38,40.92
U0540,49.78,50.6,56.68,49.21,37.91,354,259,369,284,183,340,333,355,396,201,183,47.32,49.13,43.34,46.41,50.61,46.16,44.78,46.39,43.32,52.17,51.25
U0541,32.57,31.23,39.19,33.31,21.82,1012,1008,949,761,1018,1340,1147,888,1026,1039,895,32.12,31.34,30.61,34.37,30.05,24.6,27.99,34.01,30.22,32.25,32.65
U0542,29.26,19.4,31.61,32.98,32.93,1196,1036,904,977,1124,1215,1211,1261,1048,915,1028,28.29,30.9,31.64,30.42,27.49,27.17,26.74,27.14,29.75,34.26,30.47
U0543,38.47,39.01,42.88,29.82,31.53,971,572,730,845,734,506,803,943,866,812,647,33.07,40.69,34.44,32.9,35.6,41.9,34.23,32.97,32.84,36.35,37.78
U0544,83.42,64.21,56.56,43.69,69.22,17,5,4,16,20,28,6,8,13,17,17,66.26,68.98,67.75,62.89,63.38,63.33,66.11,69.33,65.15,65.71,64.71
U0545,12.03,11.23,0.0,2.91,1.81,1982,1970,1960,1818,1989,1916,1982,1975,1947,1921,1917,3.52,5.6,4.8,11.52,1.9,8.41,4.21,5.41,6.52,9.59,8.64
U0546,57.36,46.11,52.97,34.31,42.24,314,344,222,260,119,229,246,323,257,273,86,48.74,46.39,48.81,47.25,53.63,50.52,47.64,47.61,47.89,49.29,56.41
U0547,20.24,34.64,16.73,0.0,0.0,1377,1480,1850,1497,1445,1472,1661,1689,1783,1523,1851,24.87,22.53,10.61,20.14,21.55,22.06,17.32,17.54,13.2,22.74,11.65
U0548,35.9,25.03,20.86,48.09,33.29,1138,1128,930,1170,1004,950,1038,986,965,1210,1161,29.66,29.26,31.07,26.64,30.26,32.56,29.64,32.2,31.13,28.98,27.96
U0549,27.55,24.62,25.04,19.56,0.38,1737,1246,1743,1499,1629,1412,1605,1671,1598,1586,1473,16.47,26.77,13.96,20.08,17.18,23.06,18.52,17.97,18.59,21.24,21.96
U0550,57.84,50.68,47.51,34.13,46.88,244,241,209,270,270,141,151,267,254,221,197,51.5,49.86,49.48,47.0,47.69,53.62,52.21,49.43,47.93,51.13,50.42
U0551,38.68,54.26,31.24,41.12,38.12,547,524,590,719,661,545,617,612,605,579,577,42.31,42.01,37.33,35.36,37.47,41.1,37.68,39.38,38.25,40.88,39.41
U0552,65.23,52.28,48.14,35.01,46.18,250,238,141,248,93,122,158,138,263,163,121,51.24,49.92,52.19,47.75,55.21,54.44,51.86,54.76,47.77,53.8,54.71
U0553,43.63,38.13,44.22,26.12,24.86,683,730,733,648,624,569,812,823,720,638,663,39.25,36.99,34.36,36.93,38.2,40.46,34.13,35.35,35.46,39.54,37.42
U0554,37.38,39.64,32.62,10.44,39.02,719,875,906,896,716,879,868,671,835,776,640,38.58,34.15,31.59,31.99,35.93,33.86,33.01,38.19,33.47,36.99,38.05
U0555,18.97,19.51,17.0,14.05,8.91,1621,1743,1806,1798,1722,1842,1849,1693,1546,1881,1775,19.54,15.92,12.12,12.08,15.08,11.76,11.58,17.46,19.75,11.45,14.28
U0556,61.59,48.11,45.3,17.85,53.87,338,191,216,346,340,479,426,273,219,198,214,47.94,51.77,49.11,44.47,44.92,42.6,42.32,49.27,49.49,52.27,49.72
U0557,23.41,27.94,14.26,15.17,16.34,1559,1627,1714,1351,1574,1509,1563,1676,1217,1845,1611,20.98,19.08,14.81,23.19,18.57,21.2,19.47,17.87,26.29,12.95,18.98
U0558,45.7,43.86,47.32,50.2,38.59,590,339,494,288,465,333,275,208,229,530,342,41.15,46.56,39.67,46.15,41.66,46.3,46.65,51.08,48.86,41.92,45.39
U0559,70.55,66.25,48.04,31.1,47.61,32,66,164,155,69,82,87,164,100,166,107,63.71,59.23,51.22,51.24,57.73,57.09,56.34,53.46,55.61,53.62,55.28
U0560,63.18,58.97,48.0,34.74,56.21,67,74,110,107,149,109,136,166,153,85,189,59.57,58.56,53.7,54.24,52.15,55.08,53.11,53.45,52.56,58.67,51.07
U0561,47.06,33.73,42.53,7.13,31.96,679,849,1013,867,849,852,951,667,471,801,646,39.44,34.69,29.41,32.48,33.41,34.47,31.33,38.28,41.5,36.56,37.85
U0562,37.52,37.89,33.37,19.87,18.66,888,987,1090,881,856,969,1028,1228,912,770,585,34.84,31.81,27.99,32.25,33.17,32.1,29.83,27.85,32.18,37.09,39.14
U0563,32.47,24.27,28.82,18.12,31.03,1104,1260,1073,1169,1169,1246,1188,1163,1134,1317,1147,30.36,26.5,28.25,26.67,26.75,26.5,27.32,29.0,28.03,26.85,28.24
U0564,5.11,0.0,3.13,10.38,0.0,1992,1987,1939,1989,1985,1994,1998,1988,1997,1993,1997,1.62,3.36,6.2,1.01,2.16,0.57,1.02,3.55,1.23,3.02,0.64
U0565,38.38,36.45,11.76,7.05,28.49,895,1068,1370,1336,1531,1035,1400,1401,1358,1418,1051,34.72,30.32,22.57,23.42,19.55,30.54,22.98,24.26,23.58,24.75,30.15
U0566,37.3,27.37,11.37,39.44,7.52,1380,1304,1409,1423,1430,1186,1388,1017,1578,1566,1188,24.82,25.72,21.69,21.62,22.01,27.66,23.26,31.6,19.03,21.81,27.5
U0567,53.28,52.73,39.54,57.8,34.65,477,270,275,438,296,393,351,284,258,384,453,44.34,48.84,46.58,41.64,46.55,44.44,44.3,48.94,47.84,45.78,42.02
U0568,20.16,16.88,21.22,12.41,29.76,1523,1413,1362,1212,1530,1537,1409,1614,1402,1282,1457,21.84,23.79,22.78,25.83,19.57,20.26,22.87,19.27,22.76,27.44,22.33
U0569,48.57,54.93,34.86,45.42,43.89,435,443,323,308,314,383,391,358,398,206,350,45.23,43.75,44.8,45.65,45.89,44.82,43.26,46.3,43.28,51.84,45.18
U0570,38.34,29.37,29.82,36.09,32.37,1003,892,1032,921,940,1220,876,855,959,898,851,32.29,33.84,29.15,31.47,31.54,27.02,32.82,34.7,31.26,34.54,33.79
U0571,33.12,32.6,24.25,34.53,18.73,1155,1220,1140,1454,974,1003,1258,1416,1314,1266,893,29.24,27.24,26.88,20.93,30.92,31.14,25.83,23.92,24.39,27.75,32.66
U0572,32.54,21.62,18.1,4.1,4.26,1288,1624,1920,1872,1612,1443,1659,1747,1695,1708,1796,26.48,19.16,7.66,9.88,17.67,22.56,17.34,16.01,15.77,18.2,13.73
U0573,33.09,18.06,27.39,7.53,14.29,1366,1572,1505,1050,1528,1578,1385,1535,1489,1441,1724,25.1,20.44,19.78,28.96,19.6,19.17,23.29,21.25,21.04,24.24,15.44
U0574,27.23,22.42,23.35,6.93,13.29,1295,1500,1514,1645,1670,1374,1700,1740,1824,1562,1407,26.42,22.21,19.59,16.63,16.44,23.99,16.17,16.19,11.71,21.91,23.39
U0575,47.57,45.58,29.31,13.59,20.19,697,779,1047,790,693,780,892,837,1157,959,930,38.96,36.16,28.98,33.83,36.64,36.14,32.29,34.98,27.46,33.48,32.07
U0576,51.71,51.99,41.46,23.18,43.74,230,245,417,468,328,444,437,457,472,451,347,51.97,49.73,41.97,40.92,45.25,43.41,42.11,43.01,41.48,43.9,45.25
U0577,18.35,22.16,9.37,11.99,29.5,1571,1575,1388,1746,1552,1377,1657,1571,1427,1788,1774,20.82,20.31,22.14,13.97,19.03,23.79,17.41,20.48,22.32,15.44,14.31
U0578,33.23,30.21,41.73,27.09,37.6,911,951,693,783,865,1034,813,734,859,496,630,34.51,32.67,35.18,34.0,33.02,30.56,34.12,37.06,33.18,42.74,38.26
U0579,13.13,10.24,13.86,15.89,22.02,1867,1683,1425,1720,1837,1679,1664,1527,1816,1806,1785,11.6,17.92,21.4,14.64,11.1,16.72,17.26,21.45,12.1,14.81,14.0
U0580,49.26,38.92,41.46,14.26,32.08,537,978,925,625,688,624,653,672,785,567,748,42.67,32.04,31.11,37.33,36.94,38.91,37.02,38.19,34.37,41.05,35.73
U0581,45.98,46.89,38.45,17.57,25.92,674,645,1062,718,662,695,639,597,449,577,918,39.49,38.93,28.67,35.36,37.41,37.56,37.35,39.73,42.06,40.89,32.33
U0582,62.5,59.42,62.6,30.71,55.73,88,78,89,87,41,80,48,98,89,79,87,58.16,58.31,55.22,55.41,60.61,57.26,59.77,56.99,55.97,58.99,56.38
U0583,80.39,74.56,59.06,47.44,59.91,5,11,7,14,51,14,10,20,24,6,15,70.76,66.54,66.43,64.14,59.55,65.88,65.56,65.83,62.82,69.67,65.8
U0584,50.96,37.35,49.09,25.08,22.77,610,518,887,708,470,425,430,662,863,840,582,40.83,42.15,31.89,35.61,41.52,43.86,42.19,38.33,33.06,35.82,39.24
U0585,51.92,32.33,46.52,33.55,32.52,743,608,572,534,448,613,290,363,433,505,498,38.02,39.77,37.7,39.39,42.0,39.33,46.17,46.13,42.48,42.49,41.26
U0586,49.23,36.26,41.34,37.95,49.83,633,416,460,349,461,610,483,437,421,447,397,40.28,44.61,40.69,44.34,41.73,39.39,40.77,43.65,42.82,43.93,43.75
U0587,29.15,15.33,24.07,43.36,15.62,1626,1469,1334,1322,1383,1523,1179,1244,1354,1534,1412,19.44,22.75,23.34,23.68,22.89,20.68,27.42,27.59,23.62,22.6,23.31
U0588,62.96,59.14,41.71,15.12,49.05,118,318,296,150,174,183,219,194,139,314,176,56.43,47.25,45.72,51.47,50.97,52.05,48.67,51.84,53.41,47.83,51.66
U0589,59.49,46.84,54.86,28.24,47.1,226,199,278,267,221,254,204,309,286,189,143,52.07,51.35,46.52,47.04,49.34,49.21,49.88,48.03,46.98,52.92,53.27
U0590,32.46,34.28,35.15,16.61,48.53,820,923,1015,879,1014,923,902,624,751,964,840,36.34,33.19,29.4,32.26,30.12,33.07,32.17,39.08,34.93,33.37,33.84
U0591,38.36,41.37,50.16,27.13,32.0,444,557,580,748,434,650,874,680,575,546,440,44.98,41.23,37.52,34.6,42.45,38.46,32.85,38.1,39.11,41.5,42.31
U0592,44.11,35.09,37.77,23.41,57.33,550,481,301,462,548,519,509,516,499,590,702,42.2,42.77,45.56,41.09,39.91,41.67,40.18,41.42,40.74,40.64,36.55
U0593,49.52,46.44,31.95,49.63,24.76,357,415,540,686,616,500,314,625,946,644,461,47.3,44.62,38.46,36.03,38.39,42.11,45.35,39.07,31.46,39.4,41.89
U0594,66.28,67.36,52.83,23.35,58.15,53,50,63,81,71,52,80,77,55,50,99,60.52,60.49,57.61,55.64,57.53,59.85,56.45,58.72,59.16,61.01,55.75
U0595,75.97,68.89,63.29,42.2,61.76,22,9,9,13,4,20,41,18,20,11,4,65.15,67.76,65.39,64.36,68.34,65.02,60.77,66.43,63.34,67.32,69.65
U0596,16.97,0.0,13.27,23.88,15.49,1955,1873,1457,1750,1865,1937,1802,1808,1834,1925,1808,6.22,11.09,20.58,13.85,10.39,7.31,13.09,13.97,11.32,9.39,13.18
U0597,35.75,33.42,39.11,31.54,19.69,1073,861,1341,1059,873,919,1285,1167,1138,893,1045,30.96,34.46,23.19,28.7,32.92,33.11,25.29,28.93,27.96,34.62,30.21
U0598,27.5,34.01,25.92,13.99,34.63,1383,1104,1129,940,1026,1112,991,759,928,1209,1256,24.77,29.73,27.07,31.09,29.86,28.88,30.53,36.47,31.82,29.0,25.76
U0599,21.38,20.52,8.67,8.66,9.81,1804,1662,1876,1835,1830,1695,1819,1780,1595,1765,1887,13.75,18.32,9.41,10.97,11.41,16.4,12.53,15.02,18.61,16.52,10.16
U0600,7.48,0.0,18.51,0.0,0.0,1938,1980,1950,1858,1853,1948,1927,1852,1995,1984,1897,7.64,4.19,5.4,10.3,10.75,6.44,8.36,12.36,1.24,4.27,9.66
U0601,8.54,0.0,0.0,22.13,0.0,1988,1969,1940,1944,1992,1967,1964,1970,1983,1926,1988,2.67,5.62,6.11,6.02,1.67,5.14,5.84,5.97,3.34,9.38,3.02
U0602,21.06,4.26,9.8,41.56,10.83,1776,1874,1561,1537,1872,1727,1523,1561,1649,1687,1705,15.03,11.07,18.63,19.1,10.26,15.55,20.4,20.76,17.18,18.74,16.03
U0603,6.41,9.13,0.54,23.78,0.33,1780,1894,1959,1984,1941,1954,1956,1983,1821,1930,1950,14.86,10.27,4.95,2.29,6.14,6.22,6.55,4.51,11.9,9.25,6.91
U0604,23.16,27.67,16.24,0.74,23.7,1582,1773,1734,1430,1718,1494,1567,1541,1127,1505,1563,20.33,14.74,14.16,21.47,15.23,21.58,19.33,21.09,28.17,23.15,20.07
U0605,54.06,40.47,41.04,39.32,24.2,571,601,611,642,436,527,473,590,719,545,369,41.59,39.97,36.74,37.07,42.35,41.53,41.12,39.98,35.51,41.5,44.82
U0606,22.67,23.3,14.66,40.79,6.43,1556,1737,1729,1387,1602,1381,1571,1648,1612,1679,1251,21.0,16.2,14.28,22.21,17.94,23.69,19.26,18.66,18.11,18.89,25.84
U0607,16.17,4.29,6.25,0.0,0.0,1914,1952,1936,1855,1913,1953,1972,1931,1973,1952,1946,9.33,7.05,6.63,10.4,7.93,6.26,5.13,8.44,4.29,8.09,7.18
U0608,48.42,45.47,35.94,15.69,28.57,729,605,761,574,572,848,890,708,947,694,489,38.42,39.89,33.84,38.4,39.34,34.62,32.42,37.54,31.43,38.48,41.36
U0609,53.27,47.53,41.79,15.82,32.9,417,313,474,523,485,492,534,760,534,471,657,45.62,47.51,40.31,39.63,41.29,42.31,39.62,36.47,39.94,43.51,37.56
U0610,54.33,51.9,41.69,30.13,36.12,252,421,421,344,300,355,291,410,490,280,573,51.07,44.47,41.82,44.49,46.34,45.69,46.15,44.64,41.03,49.12,39.55
U0611,49.5,42.89,35.14,19.52,48.54,513,479,434,573,449,485,427,472,363,419,477,43.37,42.81,41.46,38.4,41.95,42.53,42.3,42.47,44.24,44.66,41.51
U0612,73.17,73.8,54.56,38.72,65.14,29,28,13,30,7,27,33,19,70,36,28,64.11,62.93,64.71,60.03,66.95,63.5,61.28,66.38,57.77,62.8,62.1
U0613,18.52,15.6,16.21,17.07,21.12,1527,1578,1575,1714,1638,1628,1651,1581,1552,1695,1748,21.71,20.2,18.5,14.73,16.99,18.07,17.53,20.14,19.61,18.51,14.95
U0614,29.32,31.83,18.4,17.58,27.49,1384,1484,1259,1541,1413,1352,1255,1414,1155,1186,1141,24.77,22.45,24.77,19.05,22.33,24.35,25.88,24.01,27.48,29.42,28.43
U0615,51.9,36.74,42.73,23.7,31.56,569,446,697,606,567,484,607,687,438,695,660,41.65,43.68,35.04,37.66,39.49,42.53,38.01,37.96,42.38,38.44,37.46
U0616,51.93,48.6,28.13,19.33,33.01,412,699,884,564,591,619,539,552,847,790,682,45.66,37.63,31.98,38.57,38.9,39.01,39.48,40.72,33.32,36.7,36.93
U0617,6.62,0.36,12.62,0.0,0.0,1964,1971,1992,1966,1955,1977,1987,1991,1974,1985,1980,5.1,5.6,1.08,4.13,5.0,4.23,2.94,3.28,4.28,4.18,3.79
U0618,60.02,52.91,34.61,13.1,51.39,155,251,311,340,381,335,386,276,408,322,381,54.89,49.41,45.34,44.68,43.87,46.26,43.32,49.2,43.03,47.45,44.46
U0619,34.19,23.63,34.03,40.51,29.62,1026,1162,1024,936,1146,1150,959,949,885,1145,1030,31.96,28.49,29.28,31.19,27.13,28.27,31.14,32.85,32.6,30.32,30.44
U0620,54.48,47.54,48.76,44.39,42.11,297,208,398,290,331,325,201,297,250,200,196,49.55,50.91,42.44,45.97,45.1,46.55,50.02,48.43,48.14,52.19,50.65
U0621,41.73,49.45,51.76,14.37,40.78,352,404,595,478,295,374,601,374,479,457,280,47.49,44.91,37.24,40.7,46.58,45.17,38.13,45.74,41.32,43.84,47.55
U0622,54.32,57.2,39.59,31.69,34.01,258,492,428,440,324,331,417,474,474,355,301,50.93,42.66,41.65,41.55,45.5,46.38,42.6,42.44,41.41,46.68,46.88
U0623,24.13,24.48,6.04,1.92,22.76,1541,1501,1629,1921,1808,1534,1565,1656,1805,1758,1580,21.35,22.17,17.07,7.66,12.08,20.38,19.45,18.5,12.53,16.69,19.7
U0624,40.44,33.15,21.98,12.42,24.43,1056,1012,1225,1052,1097,1065,1327,1086,968,1136,1041,31.31,31.24,25.32,28.87,28.16,29.78,24.56,30.27,31.09,30.44,30.28
U0625,49.79,53.81,43.1,54.91,17.61,322,398,576,285,427,346,383,445,573,535,337,48.42,45.08,37.59,46.37,42.6,45.92,43.42,43.4,39.22,41.69,45.56
U0626,25.68,15.22,5.16,25.79,11.11,1787,1754,1817,1868,1710,1705,1895,1797,1650,1685,1810,14.73,15.5,11.83,10.0,15.52,16.18,9.86,14.39,17.15,18.8,13.13
U0627,38.58,37.73,31.89,0.17,22.7,991,1022,1086,1165,1148,1050,1289,1022,1018,1070,1182,32.58,31.08,28.04,26.8,27.1,30.01,25.2,31.5,30.28,31.59,27.68
U0628,47.57,48.06,39.17,16.88,22.37,751,515,960,430,680,564,811,729,745,686,595,37.8,42.17,30.41,41.92,37.19,40.56,34.15,37.1,35.02,38.67,39.04
U0629,20.71,36.16,22.84,39.03,28.04,1030,1428,1002,1378,1323,1048,906,1140,1245,1140,1455,31.82,23.53,29.65,22.4,24.03,30.19,32.12,29.33,25.71,30.38,22.35
U0630,27.11,16.26,24.28,43.88,34.13,1499,1217,708,1192,1359,1064,1138,1113,1492,1289,929,22.26,27.26,34.79,26.16,23.39,29.84,28.03,29.82,20.92,27.35,32.09
U0631,51.29,45.99,41.06,40.49,31.6,489,396,449,158,452,332,387,845,418,527,467,43.92,45.14,41.0,51.18,41.91,46.34,43.32,34.88,42.89,41.94,41.7
U0632,42.94,43.25,34.95,37.87,35.55,567,598,598,558,692,929,465,430,540,522,710,41.67,40.03,37.17,38.74,36.65,33.02,41.45,43.82,39.76,42.05,36.48
U0633,10.63,3.75,18.64,17.24,26.44,1948,1771,1548,1697,1770,1941,1780,1612,1691,1852,1781,6.71,14.76,18.92,15.17,13.63,7.17,13.57,19.32,15.94,12.55,14.13
U0634,35.86,29.84,23.17,38.62,23.43,1294,1341,1005,942,968,1032,1438,964,1214,1009,943,26.43,25.21,29.59,31.07,31.05,30.68,22.41,32.68,26.31,32.67,31.87
U0635,17.19,22.11,10.6,17.02,1.62,1686,1658,1917,1685,1743,1895,1621,1856,1908,1781,1842,18.0,18.36,7.82,15.41,14.3,10.14,18.12,12.24,8.38,15.8,11.88
U0636,45.59,45.97,47.51,27.58,29.29,385,567,490,418,508,707,447,652,379,722,522,46.53,40.85,39.83,42.27,40.86,37.4,41.91,38.47,43.75,37.84,40.7
U0637,9.01,0.0,2.18,3.98,0.0,1976,1999,1999,2000,1998,1998,1989,1954,1819,1995,1984,4.3,-1.05,-0.73,-1.24,-0.73,-0.46,2.67,7.29,11.91,2.52,3.46
U0638,36.09,18.52,23.49,27.14,33.63,1374,1402,853,1079,1242,1226,1034,1117,919,1093,1441,24.9,23.95,32.5,28.35,25.52,26.9,29.71,29.76,31.97,31.13,22.75
U0639,24.85,23.16,28.97,0.0,22.61,1565,1483,1543,1339,1510,1461,1424,1394,1435,1591,1183,20.87,22.48,19.0,23.38,20.11,22.34,22.59,24.42,22.18,21.11,27.66
U0640,19.47,22.24,3.33,13.61,0.0,1722,1719,1840,1823,1668,1862,1924,1887,1850,1951,1847,17.05,17.05,11.03,11.41,16.48,11.16,8.48,11.02,10.76,8.16,11.73
U0641,37.98,34.17,24.62,13.05,25.14,1076,1241,1074,928,870,1092,1105,999,976,1124,1263,30.92,26.91,28.23,31.34,32.96,29.26,28.42,31.89,30.86,30.61,25.62
U0642,36.07,31.06,9.91,11.36,26.01,1396,1375,1168,1399,1559,1387,1040,1559,1414,1312,1414,24.51,24.63,26.26,21.92,18.87,23.55,29.62,20.82,22.59,27.0,23.22
U0643,14.82,10.14,11.34,0.0,0.0,1896,1900,1975,1840,1758,1857,1967,1959,1721,1902,1939,10.4,10.01,3.41,10.86,13.95,11.37,5.21,7.08,15.13,10.68,7.52
U0644,47.86,41.87,22.44,29.42,22.39,732,900,1109,951,936,784,709,780,782,862,1093,38.35,33.67,27.63,30.83,31.58,36.11,35.9,36.18,34.38,35.22,29.36
U0645,38.7,34.47,27.99,13.93,16.9,1310,1082,1347,1346,1125,974,1457,1359,887,995,1000,26.13,30.06,22.97,23.26,27.49,31.99,21.94,25.04,32.56,32.84,31.0
U0646,28.89,31.07,18.29,31.48,28.68,1240,1298,1242,1358,1247,1106,969,1316,1233,968,1205,27.44,25.79,25.11,23.08,25.48,28.94,30.93,25.8,25.89,33.29,27.12
U0647,56.87,50.67,50.16,51.98,48.18,211,262,196,268,114,310,138,114,304,305,155,52.52,49.1,49.97,47.04,54.12,47.25,53.06,55.79,46.44,48.18,52.59
U0648,32.21,26.79,18.34,1.97,36.38,1470,1268,1395,1648,1315,1394,1394,1185,1284,1494,1445,22.93,26.39,22.05,16.54,24.16,23.43,23.12,28.62,24.99,23.37,22.66
U0649,55.17,57.6,46.27,28.51,31.92,237,257,520,298,281,203,459,377,352,313,325,51.66,49.23,38.98,45.8,47.31,51.53,41.64,45.6,44.86,47.9,45.97
U0650,24.2,11.91,23.6,29.37,26.59,1618,1404,1108,1232,1301,1729,1422,1300,1317,1367,1403,19.59,23.93,27.67,25.46,24.42,15.54,22.65,26.33,24.36,25.67,23.5
U0651,13.0,12.47,24.45,14.33,30.91,1678,1666,1312,1643,1507,1697,1392,1399,1208,1716,1462,18.31,18.19,23.78,16.7,20.2,16.36,23.12,24.31,26.44,17.74,22.22
U0652,36.98,22.83,34.89,31.32,40.53,1327,959,732,801,909,978,629,867,888,912,755,25.86,32.48,34.37,33.61,32.17,31.89,37.49,34.51,32.52,34.31,35.61
U0653,35.99,23.97,32.73,0.0,29.02,1194,1288,1201,1133,1095,917,1293,1101,1298,974,1331,28.32,26.01,25.85,27.28,28.18,33.13,25.07,30.06,24.7,33.21,24.6
U0654,24.51,24.02,27.76,7.24,11.74,1448,1449,1749,1457,1527,1561,1787,1667,1621,1649,1509,23.41,23.15,13.85,20.88,19.62,19.57,13.42,18.13,17.88,19.67,21.24
U0655,23.65,10.63,15.33,0.0,3.31,1837,1817,1722,1932,1929,1827,1878,1882,1687,1798,1760,12.57,13.33,14.56,7.03,6.77,12.17,10.38,11.32,16.06,15.05,14.56
U0656,46.65,36.59,27.69,0.87,41.72,750,1081,742,666,687,651,966,850,822,596,926,37.8,30.07,34.19,36.59,36.96,38.45,30.99,34.74,33.75,40.51,32.19
U0657,27.27,19.94,9.86,0.0,8.39,1729,1679,1885,1898,1852,1813,1902,1795,1693,1797,1621,16.78,17.96,9.1,8.79,10.77,12.61,9.54,14.41,15.79,15.16,18.6
U0658,39.08,43.96,30.85,0.59,24.39,858,789,1089,1198,984,752,1269,1107,843,858,747,35.35,35.99,27.99,26.03,30.73,36.66,25.61,29.98,33.35,35.3,35.78
U0659,45.5,30.88,26.05,50.81,21.38,1118,827,659,1029,1027,870,808,1061,747,802,836,30.14,35.06,35.85,29.38,29.84,34.0,34.18,30.76,34.99,36.55,33.99
U0660,39.3,34.8,26.8,35.96,42.51,910,1233,675,751,879,913,762,799,1015,809,741,34.52,27.07,35.47,34.45,32.84,33.16,34.85,35.83,30.32,36.37,35.89
U0661,85.42,72.0,63.38,28.45,65.08,10,4,25,10,11,9,14,6,7,10,13,69.36,69.31,62.3,65.93,65.6,67.82,64.94,69.7,66.81,68.25,66.48
U0662,28.5,33.59,48.56,26.25,21.67,902,765,1163,1034,755,1057,952,1134,926,701,947,34.61,36.39,26.43,29.31,35.12,29.9,31.29,29.41,31.83,38.26,31.83
U0663,19.29,28.38,5.78,12.42,3.71,1536,1700,1821,1792,1698,1542,1900,1749,1907,1735,1663,21.46,17.5,11.65,12.3,15.86,20.2,9.62,15.94,8.52,17.42,17.32
U0664,39.83,30.5,30.53,8.14,17.38,1178,1059,1332,1038,1039,1460,1189,1209,1259,1328,1371,28.64,30.47,23.39,29.24,29.59,22.36,27.31,28.13,25.47,26.67,24.05
U0665,41.32,39.94,38.56,11.45,17.29,984,831,1330,1037,733,939,881,638,1267,834,760,32.76,34.92,23.42,29.25,35.61,32.84,32.67,38.82,25.29,35.92,35.56
U0666,17.91,15.11,20.31,0.0,21.1,1836,1728,1723,1620,1657,1696,1684,1782,1632,1844,1844,12.58,16.56,14.56,17.25,16.62,16.4,16.64,14.97,17.61,13.02,11.83
U0667,40.69,26.4,23.53,14.51,26.96,1050,953,1162,1171,1121,1178,1180,1157,1148,1056,1349,31.45,32.58,26.43,26.6,27.52,27.84,27.42,29.1,27.59,31.89,24.34
U0668,40.21,23.81,27.87,25.26,12.21,1157,1075,1365,1200,1139,1054,1262,1356,1379,1225,987,29.21,30.16,22.7,26.01,27.3,29.92,25.78,25.07,23.17,28.66,31.13
U0669,40.08,51.29,40.6,22.76,38.84,564,542,513,586,617,494,582,604,765,610,459,41.79,41.64,39.12,38.16,38.38,42.26,38.55,39.62,34.71,40.16,41.97
U0670,41.35,32.92,20.59,19.03,29.83,742,991,876,812,1157,1131,1145,1000,799,1151,1195,38.04,31.76,32.07,33.45,26.93,28.6,28.01,31.88,34.13,30.09,27.34
U0671,13.98,2.45,5.87,3.49,27.67,1978,1858,1573,1929,1814,1897,1883,1800,1896,1669,1915,3.86,11.79,18.52,7.24,11.96,10.13,10.25,14.2,9.4,19.08,8.8
U0672,24.03,23.09,5.94,30.9,15.41,1634,1763,1416,1757,1690,1462,1275,1732,1582,1717,1706,19.18,15.17,21.57,13.55,16.07,22.34,25.49,16.41,18.91,17.72,16.01
U0673,48.37,50.27,30.67,48.05,16.57,566,596,788,576,698,504,637,581,818,586,635,41.72,40.07,33.48,38.34,36.49,42.01,37.36,40.22,33.84,40.71,38.22
U0674,13.97,21.95,11.7,26.61,9.67,1575,1710,1816,1715,1805,1753,1679,1793,1540,1769,1762,20.67,17.28,11.83,14.72,12.13,14.96,16.84,14.58,19.85,16.42,14.53
U0675,71.61,63.34,55.49,31.52,59.73,46,34,71,64,36,58,49,47,39,61,29,61.51,62.09,56.74,56.51,61.37,59.41,59.69,61.53,60.51,59.87,62.02
U0676,29.14,25.19,10.83,12.25,12.69,1725,1552,1730,1595,1498,1684,1644,1526,1537,1525,1822,16.87,20.81,14.25,17.9,20.46,16.65,17.62,21.48,19.89,22.71,12.5
U0677,18.9,13.17,22.16,0.0,8.88,1655,1780,1731,1572,1780,1681,1709,1825,1849,1813,1914,18.8,14.53,14.23,18.27,13.18,16.72,15.95,13.28,10.76,14.38,8.81
U0678,51.41,39.24,45.96,29.77,38.84,462,512,467,361,590,456,675,369,366,319,463,44.72,42.22,40.54,44.01,38.9,43.01,36.59,46.0,44.13,47.54,41.81
U0679,53.84,55.67,50.05,43.52,13.92,271,371,630,360,370,357,720,544,436,460,524,50.5,45.83,36.4,44.02,44.15,45.6,35.66,40.88,42.41,43.78,40.69
U0680,32.38,32.97,32.44,0.0,28.72,1128,1088,1160,1253,1290,1190,1093,1161,1300,1294,1274,29.88,29.94,26.5,24.96,24.71,27.61,28.72,29.08,24.66,27.27,25.45
U0681,27.19,24.36,26.54,53.98,5.36,1220,1467,1177,1298,1411,1205,1311,1738,1356,1276,1440,27.86,22.77,26.14,24.19,22.37,27.38,24.77,16.25,23.6,27.56,22.81
U0682,33.02,24.81,25.23,18.47,29.65,1017,1265,1079,1195,1287,1386,1150,1363,1261,1205,1186,32.09,26.44,28.13,26.07,24.75,23.55,27.95,25.01,25.39,29.04,27.52
U0683,23.1,10.91,24.98,14.25,0.0,1696,1422,1894,1752,1620,1608,1677,1605,1651,1831,1800,17.77,23.71,8.68,13.82,17.37,18.43,16.84,19.48,17.11,13.64,13.63
